sd_path,sd_name,source_path,source_name,token,source_size,source_sha256,sidecar_on1,evidence
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0391.JPG,IMG_0391.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0391.jpg,250701-01 Jul - IMG_0391.jpg,IMG_0391,4662417,0372de34fb21f57c22c230df2d53ba722582a17c28c7bda3a4b013a8642cc306,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0392.JPG,IMG_0392.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0392.jpg,250701-01 Jul - IMG_0392.jpg,IMG_0392,4661633,0199e35db30634be242472cfd71ebfa152f3adb3f673106f9acc9b565fd271f3,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0393.JPG,IMG_0393.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0393.jpg,250701-01 Jul - IMG_0393.jpg,IMG_0393,4662535,2bd7942889c9a40cd9f783d54f4ad6f36aeb22aa461225132e2301911701929c,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0394.JPG,IMG_0394.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0394.jpg,250701-01 Jul - IMG_0394.jpg,IMG_0394,4656964,c65ba6e5943d07e16a712015f003ccea229f3316ff843e63de8d694ab81a8d56,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0395.JPG,IMG_0395.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0395.jpg,250701-01 Jul - IMG_0395.jpg,IMG_0395,4657212,c806d265ea5b3a5f82de8b085d4e349c5cce1f2eda63b5fc3211fb825fdc2ded,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0396.JPG,IMG_0396.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0396.jpg,250701-01 Jul - IMG_0396.jpg,IMG_0396,4680061,12fbb569d262667b223fc84a7f4da33a25c24a8dca8d411a3528c06dbdce56bb,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0397.JPG,IMG_0397.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0397.jpg,250701-01 Jul - IMG_0397.jpg,IMG_0397,4654631,9dc008b9b01c55d1e32e91d56702e5f41d12a133b8e150d125d3923aecfd864d,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0398.JPG,IMG_0398.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0398.jpg,250701-01 Jul - IMG_0398.jpg,IMG_0398,4656285,f035664d9352a2b850cd9d609a2e1947d8e762c28b373feb2b3d68d70d86a46b,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0399.JPG,IMG_0399.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0399.jpg,250701-01 Jul - IMG_0399.jpg,IMG_0399,4663178,b00ac3e0a00a40d201374d9faacc2c625f500cf03f599952472d2181d05d80b8,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0400.JPG,IMG_0400.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0400.jpg,250701-01 Jul - IMG_0400.jpg,IMG_0400,7870098,aaa340672af429d461b35221e89592794bcd28a999b27461f462734fd0f8a06b,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0401.JPG,IMG_0401.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0401.jpg,250701-01 Jul - IMG_0401.jpg,IMG_0401,7654335,aeda9cbc8c1999639ca45235218633550a97359f8963df9d912e3bd6a710aafb,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0402.JPG,IMG_0402.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0402.jpg,250701-01 Jul - IMG_0402.jpg,IMG_0402,10905393,7793bca0f41541292aa5ee3a825936873f6229ba69e9261fe25f906a9e87d94f,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0403.JPG,IMG_0403.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0403.jpg,250701-01 Jul - IMG_0403.jpg,IMG_0403,10617001,bc35f9f1d037e1b6fb195090efd3990f8cdc3dada4703d7dd6374279d71a047a,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0404.JPG,IMG_0404.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0404.jpg,250701-01 Jul - IMG_0404.jpg,IMG_0404,4900245,5956d878dc344cd1f0e28ca183edf5962274c84b6ac51c97eb4d2b36717e1f88,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0405.JPG,IMG_0405.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0405.jpg,250701-01 Jul - IMG_0405.jpg,IMG_0405,5318122,a622532fa075d5d97412983a6b4ad9898f8676d3095800096430a19279dac6e7,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0406.JPG,IMG_0406.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0406.jpg,250701-01 Jul - IMG_0406.jpg,IMG_0406,6370697,33db22c52184df1accd347a3a99b04b9b5e80ce412cab0e064d3c6aa602321bb,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0407.JPG,IMG_0407.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0407.jpg,250701-01 Jul - IMG_0407.jpg,IMG_0407,6436954,42113b14ef9d8578154f3e1cc93ac1a94aaafcf868a60eadff5ea73f13efe800,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0408.JPG,IMG_0408.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0408.jpg,250701-01 Jul - IMG_0408.jpg,IMG_0408,5725839,02866718c6ee8d3adcfa991ac873d8c3e3d9f6757e684eb4c32339deaf6e3d71,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0409.JPG,IMG_0409.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0409.jpg,250701-01 Jul - IMG_0409.jpg,IMG_0409,6398120,93cb5fef699e6214c4584a0401bb891830cf9e24478e70873bfcd463d7960ab6,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0410.JPG,IMG_0410.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0410.jpg,250701-01 Jul - IMG_0410.jpg,IMG_0410,6474490,79f52bd0cc2e9b2659d5d9797f0d80bad0d7f235d4844ee36cc4bf768405e68e,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0411.JPG,IMG_0411.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0411.jpg,250701-01 Jul - IMG_0411.jpg,IMG_0411,7077076,f31f92606268a2bb3ff82aa728a193d512f01c1e1c437e12017160ce0fcadda8,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0412.JPG,IMG_0412.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0412.jpg,250701-01 Jul - IMG_0412.jpg,IMG_0412,7040369,cd4be43f5e80e2f933c4628a8d8faa03eabcd6608a00e2dcf2e82cb711fb55ae,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0413.JPG,IMG_0413.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0413.jpg,250701-01 Jul - IMG_0413.jpg,IMG_0413,7024092,a7feed8093d18a6dc7c1bfeece216a253a23cfbfe70a10424947cd1899050b7b,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0414.JPG,IMG_0414.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0414.jpg,250701-01 Jul - IMG_0414.jpg,IMG_0414,8445558,d1e4c328cc06a7b8e979243c4a7d73805b24a1ae707568d685d71b82f08fed8b,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0415.JPG,IMG_0415.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0415.jpg,250701-01 Jul - IMG_0415.jpg,IMG_0415,8433507,b653e0a3c5d3f8a061cc225d79e75708bb99e88850bb8b7507e9443883b1f429,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0416.JPG,IMG_0416.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0416.jpg,250701-01 Jul - IMG_0416.jpg,IMG_0416,8495134,809ffd14894e59d0eb9333bdd395c881ba3e82d021c9c4d5a1c369dd7ac1e66d,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0417.JPG,IMG_0417.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0417.jpg,250701-01 Jul - IMG_0417.jpg,IMG_0417,9109259,5537bbc32f27df7e4544e23fdef58b87e85e60c097e8c00354c189c0c67dd6d5,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0418.JPG,IMG_0418.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0418.jpg,250701-01 Jul - IMG_0418.jpg,IMG_0418,8991323,82affbec0d94dea0f469f3d3cde4b407e12c2275030350b03484a73a7429cbfb,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0419.JPG,IMG_0419.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0419.jpg,250701-01 Jul - IMG_0419.jpg,IMG_0419,8882741,a60a42a7ce315d1535f94b760f1a7b5a2d8b6d287dbca45b62baeb76b7199c8c,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0420.JPG,IMG_0420.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0420.jpg,250701-01 Jul - IMG_0420.jpg,IMG_0420,9306715,dbf21d18c2a1e59382b18e7dcdadcaa86a1fc21c4c22e25ff7bcaba7f68b80e6,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0421.JPG,IMG_0421.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0421.jpg,250701-01 Jul - IMG_0421.jpg,IMG_0421,3736494,c6779e9664b5d7cd8019521f4b861a0305f95ea32ad27b8b2e580c8ea652ef0b,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0422.JPG,IMG_0422.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0422.jpg,250701-01 Jul - IMG_0422.jpg,IMG_0422,3611628,f5761d3fde735cc6e84b1a55a88946c42faf93f78a0c05335763ccc998bbd14f,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0423.JPG,IMG_0423.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0423.jpg,250701-01 Jul - IMG_0423.jpg,IMG_0423,6867748,5fd1a24121858c8485539acddb5cd56a5774ba0ece1556cb19c355f5e332a71c,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0424.JPG,IMG_0424.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0424.jpg,250701-01 Jul - IMG_0424.jpg,IMG_0424,6250140,be9b71deb6e0abef24d90e37cbccd09039b7258b98478c036fb9361caa4f73f0,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0425.JPG,IMG_0425.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0425.jpg,250701-01 Jul - IMG_0425.jpg,IMG_0425,7794774,0659ee552b5cad0e11d9a04f97e98f195b3b8d6c25370900c894929263ef0870,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0426.JPG,IMG_0426.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0426.jpg,250701-01 Jul - IMG_0426.jpg,IMG_0426,7661445,3464ca1a17bc1b899bfa02c17fc0ec63aa12424d981854b62c3449e36c4ed647,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0427.JPG,IMG_0427.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0427.jpg,250701-01 Jul - IMG_0427.jpg,IMG_0427,5582950,ada00ffe1155d7756822e95de373f2e5ceeb3bd30c853cf681eae5c7b465cf55,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0428.JPG,IMG_0428.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0428.jpg,250701-01 Jul - IMG_0428.jpg,IMG_0428,5761526,13f1f0ed2cc9e4605eb393587fb5bdfcff2de5c8ed7188622e3beb7782ef000d,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0429.JPG,IMG_0429.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0429.jpg,250701-01 Jul - IMG_0429.jpg,IMG_0429,5824525,df6d91a5e5764c2aed484b62b1bc93b6fe00a76233ebd34bad2df67ce31a69d8,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0430.JPG,IMG_0430.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0430.jpg,250701-01 Jul - IMG_0430.jpg,IMG_0430,5441611,212739920708c9816127b08ef5a1e057a1c09e3acf4a64e6832160194de868e3,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0431.JPG,IMG_0431.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0431.jpg,250701-01 Jul - IMG_0431.jpg,IMG_0431,5257809,8e774e25eafbcfa012443e39765a2cf98dadab6294c691d518d95c046b9adb6c,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0432.JPG,IMG_0432.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0432.jpg,250701-01 Jul - IMG_0432.jpg,IMG_0432,5311641,690b68253ba6d26ed39f98823010c93bd4d493d7f0a4bf8e0d8f0326d594952e,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0433.JPG,IMG_0433.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0433.jpg,250701-01 Jul - IMG_0433.jpg,IMG_0433,5873716,fea0c41b51c8520ba62d486cbc9e453caa88ffd61cdd763d8ae5990c23210b36,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0434.JPG,IMG_0434.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0434.jpg,250701-01 Jul - IMG_0434.jpg,IMG_0434,5528371,1793430e99bb4d53cedd8d34eb30a62873409f5857c2bbb046846898a394ca84,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0435.JPG,IMG_0435.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0435.jpg,250701-01 Jul - IMG_0435.jpg,IMG_0435,5583312,ad72ab178cbc0660335b1af808d900cf275208688956cd20ec06ee30a833b627,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0436.JPG,IMG_0436.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0436.jpg,250701-01 Jul - IMG_0436.jpg,IMG_0436,5415427,b452196718fe4c730c2b35970892193b79f61d6586b823a67dfbae541d8c8eb3,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0437.JPG,IMG_0437.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0437.jpg,250701-01 Jul - IMG_0437.jpg,IMG_0437,4648478,36cb986d79fc578c38f78da0832a199b0c2dfe09b807703765cadf968894edcd,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0438.JPG,IMG_0438.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0438.jpg,250701-01 Jul - IMG_0438.jpg,IMG_0438,6260144,890ed55daf2d99379c160ee727883e838e2350002df39b35582ec92717842469,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0439.JPG,IMG_0439.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0439.jpg,250701-01 Jul - IMG_0439.jpg,IMG_0439,5818439,8fb74b43e3671007385466675fe4a085a3cdf9216bcfd42368dca8aba771cc5e,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0440.JPG,IMG_0440.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0440.jpg,250701-01 Jul - IMG_0440.jpg,IMG_0440,5417033,1178ea638b920fbba0be22aab62c74a7008e4b3a63628916d6903881e43a0463,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0441.JPG,IMG_0441.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0441.jpg,250701-01 Jul - IMG_0441.jpg,IMG_0441,5909053,10fa2e25466fd91d7eb788da08b54347f7a2f6e43581e32d48343e64bc4a04cd,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0442.JPG,IMG_0442.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0442.jpg,250701-01 Jul - IMG_0442.jpg,IMG_0442,6572682,3253c916e528874214a37c58f89e3f04e8d5b40806db150f611fc0cf45b7e40e,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0443.JPG,IMG_0443.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0443.jpg,250701-01 Jul - IMG_0443.jpg,IMG_0443,7365447,dc25d9453764dd2b37533f0adc60b90a9624536328137156e256ebca352ec348,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0444.JPG,IMG_0444.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0444.jpg,250701-01 Jul - IMG_0444.jpg,IMG_0444,8201095,01952d03ea99f1fd76c89e0252c7eb87058ea1a80b1b261a1f89976e1c4e0f7c,yes,"Same IMG_#### token, same byte size, same SHA-256."
/Volumes/EOS_DIGITAL/DCIM/100CANON/IMG_0445.JPG,IMG_0445.JPG,/Users/dominiklukes/Library/CloudStorage/OneDrive-Personal/Pictures/2025/07/01/250701-01 Jul - IMG_0445.jpg,250701-01 Jul - IMG_0445.jpg,IMG_0445,7814039,671671d0e93bb0545b5daf4cccf5c5a67e6ccd13d0e6cb5dd8402665cbc964c0,yes,"Same IMG_#### token, same byte size, same SHA-256."
